CNTYNAME,year,vulnerable_role,ped_inj_name,vulnerable_age,count
MILWAUKEE,2022,Pedestrian,Fatality,45,1
MILWAUKEE,2022,Pedestrian,Fatality,46,2
MILWAUKEE,2022,Pedestrian,Fatality,48,2
MILWAUKEE,2022,Pedestrian,Fatality,50,1
MILWAUKEE,2022,Pedestrian,Fatality,55,1
MILWAUKEE,2022,Pedestrian,Fatality,65,2
MILWAUKEE,2022,Pedestrian,Fatality,74,1
MILWAUKEE,2022,Pedestrian,Fatality,75,1
MILWAUKEE,2022,Pedestrian,Fatality,80,1
MILWAUKEE,2022,Pedestrian,Fatality,94,1
MILWAUKEE,2023,Bicyclist,Suspected Serious Injury,9,1
MILWAUKEE,2023,Bicyclist,Suspected Serious Injury,12,1
MILWAUKEE,2023,Bicyclist,Suspected Serious Injury,15,1
MILWAUKEE,2023,Bicyclist,Suspected Serious Injury,22,1
MILWAUKEE,2023,Bicyclist,Suspected Serious Injury,25,1
MILWAUKEE,2023,Bicyclist,Suspected Serious Injury,28,1
MILWAUKEE,2023,Bicyclist,Suspected Serious Injury,29,1
MILWAUKEE,2023,Bicyclist,Suspected Serious Injury,31,1
MILWAUKEE,2023,Bicyclist,Suspected Serious Injury,33,1
MILWAUKEE,2023,Bicyclist,Suspected Serious Injury,40,1
MILWAUKEE,2023,Bicyclist,Suspected Serious Injury,55,1
MILWAUKEE,2023,Bicyclist,Suspected Serious Injury,58,1
MILWAUKEE,2023,Bicyclist,Suspected Serious Injury,67,1
MILWAUKEE,2023,Bicyclist,Suspected Serious Injury,70,1
MILWAUKEE,2023,Bicyclist,Fatality,11,1
MILWAUKEE,2023,Pedestrian,Suspected Serious Injury,4,2
MILWAUKEE,2023,Pedestrian,Suspected Serious Injury,5,2
MILWAUKEE,2023,Pedestrian,Suspected Serious Injury,7,1
MILWAUKEE,2023,Pedestrian,Suspected Serious Injury,9,1
MILWAUKEE,2023,Pedestrian,Suspected Serious Injury,10,1
MILWAUKEE,2023,Pedestrian,Suspected Serious Injury,11,2
MILWAUKEE,2023,Pedestrian,Suspected Serious Injury,12,1
MILWAUKEE,2023,Pedestrian,Suspected Serious Injury,13,2
MILWAUKEE,2023,Pedestrian,Suspected Serious Injury,14,2
MILWAUKEE,2023,Pedestrian,Suspected Serious Injury,15,2
MILWAUKEE,2023,Pedestrian,Suspected Serious Injury,17,1
MILWAUKEE,2023,Pedestrian,Suspected Serious Injury,18,1
MILWAUKEE,2023,Pedestrian,Suspected Serious Injury,19,1
MILWAUKEE,2023,Pedestrian,Suspected Serious Injury,20,1
MILWAUKEE,2023,Pedestrian,Suspected Serious Injury,21,1
MILWAUKEE,2023,Pedestrian,Suspected Serious Injury,22,1
MILWAUKEE,2023,Pedestrian,Suspected Serious Injury,24,4
MILWAUKEE,2023,Pedestrian,Suspected Serious Injury,26,2
MILWAUKEE,2023,Pedestrian,Suspected Serious Injury,27,1
MILWAUKEE,2023,Pedestrian,Suspected Serious Injury,28,3
MILWAUKEE,2023,Pedestrian,Suspected Serious Injury,29,2
MILWAUKEE,2023,Pedestrian,Suspected Serious Injury,30,1
MILWAUKEE,2023,Pedestrian,Suspected Serious Injury,31,1
MILWAUKEE,2023,Pedestrian,Suspected Serious Injury,32,2
MILWAUKEE,2023,Pedestrian,Suspected Serious Injury,34,1
MILWAUKEE,2023,Pedestrian,Suspected Serious Injury,35,3
MILWAUKEE,2023,Pedestrian,Suspected Serious Injury,36,3
MILWAUKEE,2023,Pedestrian,Suspected Serious Injury,37,3
MILWAUKEE,2023,Pedestrian,Suspected Serious Injury,38,1
MILWAUKEE,2023,Pedestrian,Suspected Serious Injury,40,1
MILWAUKEE,2023,Pedestrian,Suspected Serious Injury,41,1
MILWAUKEE,2023,Pedestrian,Suspected Serious Injury,42,2
MILWAUKEE,2023,Pedestrian,Suspected Serious Injury,43,1
MILWAUKEE,2023,Pedestrian,Suspected Serious Injury,45,1
MILWAUKEE,2023,Pedestrian,Suspected Serious Injury,46,2
MILWAUKEE,2023,Pedestrian,Suspected Serious Injury,47,1
MILWAUKEE,2023,Pedestrian,Suspected Serious Injury,49,1
MILWAUKEE,2023,Pedestrian,Suspected Serious Injury,51,3
MILWAUKEE,2023,Pedestrian,Suspected Serious Injury,52,2
MILWAUKEE,2023,Pedestrian,Suspected Serious Injury,53,1
MILWAUKEE,2023,Pedestrian,Suspected Serious Injury,54,3
MILWAUKEE,2023,Pedestrian,Suspected Serious Injury,55,1
MILWAUKEE,2023,Pedestrian,Suspected Serious Injury,56,2
MILWAUKEE,2023,Pedestrian,Suspected Serious Injury,57,2
MILWAUKEE,2023,Pedestrian,Suspected Serious Injury,61,3
MILWAUKEE,2023,Pedestrian,Suspected Serious Injury,62,2
MILWAUKEE,2023,Pedestrian,Suspected Serious Injury,64,1
MILWAUKEE,2023,Pedestrian,Suspected Serious Injury,65,1
MILWAUKEE,2023,Pedestrian,Suspected Serious Injury,67,1
MILWAUKEE,2023,Pedestrian,Suspected Serious Injury,68,3
MILWAUKEE,2023,Pedestrian,Suspected Serious Injury,69,1
MILWAUKEE,2023,Pedestrian,Suspected Serious Injury,73,1
MILWAUKEE,2023,Pedestrian,Suspected Serious Injury,76,1
MILWAUKEE,2023,Pedestrian,Suspected Serious Injury,78,1
MILWAUKEE,2023,Pedestrian,Fatality,13,1
MILWAUKEE,2023,Pedestrian,Fatality,17,1
MILWAUKEE,2023,Pedestrian,Fatality,21,1
MILWAUKEE,2023,Pedestrian,Fatality,25,1
MILWAUKEE,2023,Pedestrian,Fatality,27,1
MILWAUKEE,2023,Pedestrian,Fatality,31,1
MILWAUKEE,2023,Pedestrian,Fatality,32,1
MILWAUKEE,2023,Pedestrian,Fatality,35,1
MILWAUKEE,2023,Pedestrian,Fatality,38,1
MILWAUKEE,2023,Pedestrian,Fatality,40,1
MILWAUKEE,2023,Pedestrian,Fatality,42,1
MILWAUKEE,2023,Pedestrian,Fatality,48,1
MILWAUKEE,2023,Pedestrian,Fatality,52,2
MILWAUKEE,2023,Pedestrian,Fatality,53,1
MILWAUKEE,2023,Pedestrian,Fatality,57,1
MILWAUKEE,2023,Pedestrian,Fatality,58,1
MILWAUKEE,2023,Pedestrian,Fatality,59,2
MILWAUKEE,2023,Pedestrian,Fatality,67,1
MILWAUKEE,2023,Pedestrian,Fatality,68,1
MILWAUKEE,2023,Pedestrian,Fatality,71,1
MILWAUKEE,2023,Pedestrian,Fatality,77,1
MILWAUKEE,2023,Pedestrian,Fatality,80,1
MILWAUKEE,2024,Bicyclist,Suspected Serious Injury,26,1
MILWAUKEE,2024,Bicyclist,Suspected Serious Injury,31,1
MILWAUKEE,2024,Bicyclist,Suspected Serious Injury,33,1
MILWAUKEE,2024,Bicyclist,Suspected Serious Injury,38,1
MILWAUKEE,2024,Bicyclist,Suspected Serious Injury,39,1
MILWAUKEE,2024,Bicyclist,Suspected Serious Injury,45,1
MILWAUKEE,2024,Bicyclist,Suspected Serious Injury,50,1
MILWAUKEE,2024,Bicyclist,Suspected Serious Injury,58,1
MILWAUKEE,2024,Bicyclist,Suspected Serious Injury,59,2
MILWAUKEE,2024,Bicyclist,Suspected Serious Injury,60,2
MILWAUKEE,2024,Bicyclist,Suspected Serious Injury,70,1
MILWAUKEE,2024,Bicyclist,Suspected Serious Injury,72,1
MILWAUKEE,2024,Bicyclist,Suspected Serious Injury,77,1
MILWAUKEE,2024,Pedestrian,Suspected Serious Injury,5,1
MILWAUKEE,2024,Pedestrian,Suspected Serious Injury,9,1
MILWAUKEE,2024,Pedestrian,Suspected Serious Injury,11,1
MILWAUKEE,2024,Pedestrian,Suspected Serious Injury,12,1
MILWAUKEE,2024,Pedestrian,Suspected Serious Injury,13,1
MILWAUKEE,2024,Pedestrian,Suspected Serious Injury,14,2
MILWAUKEE,2024,Pedestrian,Suspected Serious Injury,15,2
MILWAUKEE,2024,Pedestrian,Suspected Serious Injury,16,1
MILWAUKEE,2024,Pedestrian,Suspected Serious Injury,18,2
MILWAUKEE,2024,Pedestrian,Suspected Serious Injury,19,1
MILWAUKEE,2024,Pedestrian,Suspected Serious Injury,21,1
MILWAUKEE,2024,Pedestrian,Suspected Serious Injury,22,2
MILWAUKEE,2024,Pedestrian,Suspected Serious Injury,24,1
MILWAUKEE,2024,Pedestrian,Suspected Serious Injury,25,2
MILWAUKEE,2024,Pedestrian,Suspected Serious Injury,26,1
MILWAUKEE,2024,Pedestrian,Suspected Serious Injury,27,4
MILWAUKEE,2024,Pedestrian,Suspected Serious Injury,28,2
MILWAUKEE,2024,Pedestrian,Suspected Serious Injury,29,2
MILWAUKEE,2024,Pedestrian,Suspected Serious Injury,30,4
MILWAUKEE,2024,Pedestrian,Suspected Serious Injury,32,1
MILWAUKEE,2024,Pedestrian,Suspected Serious Injury,33,2
MILWAUKEE,2024,Pedestrian,Suspected Serious Injury,34,2
MILWAUKEE,2024,Pedestrian,Suspected Serious Injury,36,3
MILWAUKEE,2024,Pedestrian,Suspected Serious Injury,37,2
MILWAUKEE,2024,Pedestrian,Suspected Serious Injury,38,1
MILWAUKEE,2024,Pedestrian,Suspected Serious Injury,39,4
MILWAUKEE,2024,Pedestrian,Suspected Serious Injury,42,2
MILWAUKEE,2024,Pedestrian,Suspected Serious Injury,43,2
MILWAUKEE,2024,Pedestrian,Suspected Serious Injury,44,1
MILWAUKEE,2024,Pedestrian,Suspected Serious Injury,45,3
MILWAUKEE,2024,Pedestrian,Suspected Serious Injury,49,1
MILWAUKEE,2024,Pedestrian,Suspected Serious Injury,52,1
MILWAUKEE,2024,Pedestrian,Suspected Serious Injury,53,1
MILWAUKEE,2024,Pedestrian,Suspected Serious Injury,55,1
MILWAUKEE,2024,Pedestrian,Suspected Serious Injury,59,3
MILWAUKEE,2024,Pedestrian,Suspected Serious Injury,60,5
MILWAUKEE,2024,Pedestrian,Suspected Serious Injury,62,1
MILWAUKEE,2024,Pedestrian,Suspected Serious Injury,63,1
MILWAUKEE,2024,Pedestrian,Suspected Serious Injury,64,1
MILWAUKEE,2024,Pedestrian,Suspected Serious Injury,65,2
MILWAUKEE,2024,Pedestrian,Suspected Serious Injury,66,1
MILWAUKEE,2024,Pedestrian,Suspected Serious Injury,67,1
MILWAUKEE,2024,Pedestrian,Suspected Serious Injury,68,1
MILWAUKEE,2024,Pedestrian,Suspected Serious Injury,71,1
MILWAUKEE,2024,Pedestrian,Suspected Serious Injury,77,1
MILWAUKEE,2024,Pedestrian,Suspected Serious Injury,78,1
MILWAUKEE,2024,Pedestrian,Suspected Serious Injury,82,1
MILWAUKEE,2024,Pedestrian,Suspected Serious Injury,91,1
MILWAUKEE,2024,Pedestrian,Fatality,2,1
MILWAUKEE,2024,Pedestrian,Fatality,4,1
MILWAUKEE,2024,Pedestrian,Fatality,20,1
MILWAUKEE,2024,Pedestrian,Fatality,29,1
MILWAUKEE,2024,Pedestrian,Fatality,32,2
MILWAUKEE,2024,Pedestrian,Fatality,33,1
MILWAUKEE,2024,Pedestrian,Fatality,41,1
MILWAUKEE,2024,Pedestrian,Fatality,46,1
MILWAUKEE,2024,Pedestrian,Fatality,57,2
MILWAUKEE,2024,Pedestrian,Fatality,59,1
MILWAUKEE,2024,Pedestrian,Fatality,60,1
MILWAUKEE,2024,Pedestrian,Fatality,61,2
MILWAUKEE,2024,Pedestrian,Fatality,63,1
MILWAUKEE,2024,Pedestrian,Fatality,68,1
MILWAUKEE,2024,Pedestrian,Fatality,71,1
MILWAUKEE,2024,Pedestrian,Fatality,93,1
